text,task_1,task_2
"RT @FunKeyBaat: ""उंगली माल डांकू"" और इस ""उंगली मार ढांकन"" में क्या फर्क है ? https://t.co/64RDfSyTt6",NOT,NONE
@Shivaay__ मुस्कराने की सजा दे गए,NOT,NONE
"Salil Chaturvedi commented: '""जब मैंने वहां जाकर आतंकवादियों को मारा""ये जूमलेबाज़ चौकीदार गया था पाकिस्त...' https://t.co/Y8h3pnVuRf",HOF,PRFN
रसीले स्तन वाली घरेलु भाभी काकामुक नंगा बदन😍😍😍 https://t.co/tpxW0wYRSw,HOF,PRFN
"@Mayawati मुसलमान को भी अपील कर दो, किसे वोट देना है",HOF,HATE
"RT @OfficeofSSC: कांग्रेस ढिंढोरा पीट रही है कि किसानों का और मेरे भाई का भी कर्जा माफ कर दिया। मैंने अपने भाई से पूछा, तो उसने कहा कि मैं…",HOF,OFFN
@ArvindKejriwal आपको जिस एरिया मैं चप्पल रसीद हुआ था वो शायद एरिया ही नही जगह भी याद होगा ठीक उसी तरह पाकिस्तान को पता है मोदी सरकार फिर बन रही है तो पानी में रहनेवाले मगरमच्छ से बैर नही करते,NOT,NONE
"UNSC के द्वारा आतंकी मसूद अजहर को global terrorist घोषित किए जाने पर अब हो सकता है कई लोग इसे भी BJP की चाल बता दे।
हो सकता है कि ये लोग पूछ ले कि चुनाव दौरान ही क्यों UNSC ने ये घोषणा कि। अपनी आदत से बाज थोड़ी ना आयेंगे ये।
#BJP4India
#beatAjhar ##BeatTerror #BeatPakistan #Badla",HOF,HATE
"RT @STFUIndianMedia: राजनैतिक लाभ उठाने में रह न जाए कोई कमी, 
इसके लिए हर किस्से को बनाते हैं झूठ की सर जमीं।

#ShutTheFakeUp https://t.co…",NOT,NONE
"RT @pradeep3006423: यह अंगुली में स्याही नहीं, 
स्याही में अंगुली करके आये हैं|
वोट देने के पश्चात भी देखो, 
कांग्रेसीयों के चेहरे तक उतर आ…",NOT,NONE
"RT @RubikaLiyaquat: “पड़ोसी मुल्क एक कमज़ोर सरकार के इंतज़ार में है। 
आतंक के लिए रोड पर लिखी बात फ़िट बैठती है
सावधानी हटी दुर्धटना धटी”…",NOT,NONE
RT @WesternRly: अनारक्षित टिकटों की बिक्री के लिए पश्चिम रेलवे द्वारा JTBS  (जन साधारण टिकट बुकिंग सेवा) नियुक्त किये गए हैं। यह सुविधा नि…,NOT,NONE
"अब मेरे साथ ऐसी कोई अनहोनी हो इससे पहले मैं इस बोझ से छुटकारा पाना चाहता हूँ, आज नहीं तो कल इसकी शादी करनी ही है!
मैं तो ये जवाब सुन कर सोच मे पड़ गया! अब मैं किसे गलत कह सकता हूँ?? लड़की के बाप को जो अपनी इज्जत की चिंता कर रहा है? या उस लड़की को जो‌ मोहल्ले के लड़के संग भाग गई?",NOT,NONE
"RT @iPoojaSaini: गद्दार नहीं खुद्दार चाहिये,
कमजोर नहीं दमदार चाहिये!
तुम्हें मुबारक वंशवादी शहजादे,
हमें तो अपना ""चौकीदार"" चाहिये!",NOT,NONE
"RT @upadhyay_richa: राहुल गाँधी का रोड शो... अरे कोई खिड़की से भी तो देखलो कम से कम !

😁😁😁😁 https://t.co/IfJLTajxEq",NOT,NONE
