Post,Labels Set,Dataset
Aan asaiyal veetirku throgam seiyum pengalai enna seiya  characterless pengal irukkum varai ippadi pattavargal iruppargal Amma appa annan thambi akka thangai ivargalai inthe pengalukku pidikkathu anal oru aanai uyirukku uyirga pidikkum Itharku per pasam illai veru vishayam,Hate-Speech,tamil_dataset
பிள்ளைகளை வளர்க்க தெரியாத பெற்றோர் களை மூஞ்சி யிலேயே  காரி துப்பனும்,Non-Hate-Speech,tamil_dataset
Useless naaikala,Non-Hate-Speech,tamil_dataset
"well said  ,same month.",Hate-Speech,tamil_dataset
Omma pundaiya devidiya magane evar illai endral sudhira sadhi naikaluku arusu pathavi kidaikumada arya vappadi magane,Hate-Speech,tamil_dataset
They are chettiars but yaara iruntha enna bro thappu thapputhan,Non-Hate-Speech,tamil_dataset
"Otha enna jadhi da ivange, avanga amma thev pola",Hate-Speech,tamil_dataset
"Thamizhai azhippavandhan thamizh thamizh endru koovuvan, elumbu thundukku alaiyum karu dravidam varthaiye samaskidham dhane.",Non-Hate-Speech,tamil_dataset
Avaga parents peruma paduvaga,Non-Hate-Speech,tamil_dataset
கையாலாகாத அரசு குற்றத்தை மறைக்க எல்லா சூழ்ச்சிகளையும் செய்கின்றது இதில் ஆளும் கட்சி உயர் பொறுப்பில் உள்ளவர்கள் சம்பந்த பட்டிருக்கின்றார்கள் அனைத்து நாய்களையும் வெளிஉலகுக்கு கொண்டுவந்து கடுமையான தண்டனைகளை பெற்று தரவேண்டும் இனி இது போன்ற சம்பவங்கள் நடைபெறாத படி அந்த தண்டனை அமைந்திட வேண்டும்,Non-Hate-Speech,tamil_dataset
Pundaa mavalla,Hate-Speech,tamil_dataset
Father of collection corruption,Non-Hate-Speech,tamil_dataset
News 7 கொத்தடியைமான கதை எப்ப வரும்,Non-Hate-Speech,tamil_dataset
Nee irukka varaikkum athu nadakkathu karuppu kodi pudikkara payalugala,Non-Hate-Speech,tamil_dataset
"அன்பில் தர்மலிங்க தேவர்.
மிகப்பெரிய பாரம்பரியமிக்க விவசாய பணக்காரர்.
அவருக்கு பல வேலைகளை செய்தே.
கருணாநிதி இந்த அளவுக்கு வந்தார்.",Non-Hate-Speech,tamil_dataset
"@Aravind only credit go to
 mr kamaraj",Non-Hate-Speech,tamil_dataset
டே பொட்ட கரு பழனியப்பன்,Hate-Speech,tamil_dataset
தமிழ்நாடு நாசமான கதை,Non-Hate-Speech,tamil_dataset
Evainga ellam police karana ella ta porampoku,Hate-Speech,tamil_dataset
இது திருட்டு திராவிடர் கதை....,Hate-Speech,tamil_dataset
திருட்டு பயலுக்கு வரலாறு ஒருகேடு போங்கடா திமுக சொம்பு நாயே,Hate-Speech,tamil_dataset
கரு மாதீரி விடலைகள் தமிழனக்கு கிடைத்த பீடை,Hate-Speech,tamil_dataset
Please introduce Spoken English in Tamil medium curriculum,Non-Hate-Speech,tamil_dataset
நன்றி..,Non-Hate-Speech,tamil_dataset
Tamilnaattu pengal Serial naadagamum  bigbossum paarthittu ithaipatri athigam yosikkaamal irukiraargal avargalthaan marubadiyum indha aalungatchikku vote poduvaanga Muthalil ithai unaravendum,Non-Hate-Speech,tamil_dataset
"எந்த சாதியை சேர்ந்தவனாலும்
எந்த அரசியல் கட்சி ஆதரவோடு
இந்த பாலியல் கொடுமை
நடந்திருந்தாலும்
இவர்களை பெற்ற தாயையும்
சகோதிரிகளையும் நிர்வாணமாக்கி அந்த நாய்களே
பார்த்து ரசிக்கும் படி செய்ய வேண்டும்
அவர்களது ஆண்குறியை பொது மக்களே நடு வீதியில் அறுத்தெரிய வேண்டும்",Hate-Speech,tamil_dataset
மகிந்த தனக்கு போகவேண்டாம்னு சொல்லி கூட்டத்தை வரவழைத்து தனது உத்தியோகபூர்வ இல்லத்திற்கு அருகில் போராட்டம் நடத்துவோரை அடித்து துரத்துவதுமே செய்யப்பட்ட பிளான்.  அது அவர்கள் நினைக்காதளவு எதிர்ப்பை நாடுமுழுவதும் மக்கள் பொறுமையாக பாத்திருக்க இளைஞர்கள் அந்த கட்சியை சேர்ந்தவர்கள் மட்டுமல்ல எதிர்கட்சி தலைவனை கூட தாக்கினர். இலக்கை மக்கள் இப்போதுள்ள அரசியல்வாதிகளை மிகமிக வெறுக்கிறார்கள். அவர்களனைவரும் ஊழல்வாதிகள் என்று தெரிந்திருந்தாலும் தண்டிக்கபடபோவதில்லை என்றிருந்த மக்களுக்கு இந்த இளைஞர்களின் தண்டனைக்கும் பக்கபலமாக இலங்கை மக்கள் இருக்கிறார்கள். காசுகொடுத்தும் பயமுருத்தியும் கைதிகளையும் கூட்டிவந்த ராஜபக்ஷ கூட்டத்தை கொழும்புவாழ் இளைஞர்கள் அடித்து தூக்கி குளத்தில் வீசியதையும் பார்த்திருப்பீர்கள். மகிந்தவுக்காக அலரிமாளிகைக்கு வந்த கூட்டத்தை இலங்கை பெரும்பான்மையினர்  மக்களாகவே கருதவில்லை.,Non-Hate-Speech,tamil_dataset
Nalla uzhippu...hard worker....,Non-Hate-Speech,tamil_dataset
I love பழனியப்பன் சார்,Non-Hate-Speech,tamil_dataset
Kandaro oli corana nithi...tamil naatai keduthu kuti chuvar akinna DMK,Non-Hate-Speech,tamil_dataset
@ajay sreenivasan Thirudanuku thirudan tha theriyum adha pathi la onnum theriyadhu,Non-Hate-Speech,tamil_dataset
PodaaPorikkiKarunaaye,Hate-Speech,tamil_dataset
Ellarum pasanga epdi money kondu varanga nu therinju irukanumsabari rajan  un veetla pomabalinga irukangallaanga poda,Hate-Speech,tamil_dataset
@Smart k Smart k vaippu Ila raja 🤣,Non-Hate-Speech,tamil_dataset
@praveen jai who is cheating whom using the misery of people  looting money through prayer towers  and voting on jamath instructions 😎,Non-Hate-Speech,tamil_dataset
Sir English nalla solli koduga goverment teacher yaaru eruga,Non-Hate-Speech,tamil_dataset
enterprises ellaponnungalum onnu illa adhanaala ellarukullayum appadi nenaikaadhinga Anna pls 🙏🏼🙏🏼,Non-Hate-Speech,tamil_dataset
Super 👍👍,Non-Hate-Speech,tamil_dataset
karma  is a boomerang defiantly its hit very hard,Non-Hate-Speech,tamil_dataset
"Enga seethayai, enga ramalinga adigalara, enga tamizh makkalai naasapaduthinengale savunga da verodu azhinju ponga",Non-Hate-Speech,tamil_dataset
New 7 கருணாநிதி தியாகி யா இல்லை திருடனா உன் இதயம் தொட்டு சொல்,Non-Hate-Speech,tamil_dataset
சினிமா தொழிலில் ஐயோக்கியர்கள் அதிகம்,Non-Hate-Speech,tamil_dataset
சீனா கதுறும் இனி..சரியாக நடத்துகிறது பக்கத்து நாட்டு உளவு துறை...ஹா ஹா.சீனா இனி இடத்த காலி செய்துவிட்டு ஓடமட்டுமே செய்ய முடியும்,Non-Hate-Speech,tamil_dataset
9999999999,Non-Hate-Speech,tamil_dataset
கல்யாணியின் பேச்சு நடிப்பு அனைத்தும் மிகவும் பிடிக்கும்.வாழ்த்துக்கள்....,Hate-Speech,tamil_dataset
கருணாநிதி 1955லேயே கோபாலபுரம் இல்லத்தை வாங்கி விட்டார். அப்போதே அவர் சொந்த கார் வாங்கி விட்டார். அவர்  mla ஆனது 1957ல் தான். தமது திரை வசனத்தின் மூலம் அன்றே கொடி கட்டிப் பறந்தார். திருட்டு ரயில் என்பது பச்சை பொய்.,Non-Hate-Speech,tamil_dataset
Thiruttu dmk vendam podaaaaaaaaaaaaaa,Non-Hate-Speech,tamil_dataset
Such a awesome women 🔥👍,Hate-Speech,tamil_dataset
Evanungala kollalama ethuku vittu vachirukinga,Non-Hate-Speech,tamil_dataset
"Yes bro, now no one is talking about this issue, everyone forget it 😭😭",Non-Hate-Speech,tamil_dataset
Nee yogiyama,Non-Hate-Speech,tamil_dataset
Ini tamil mozhi la than padikkanum world fulla,Non-Hate-Speech,tamil_dataset
"Speak up sister, report to police or talk to your elders and bring them to work or take harassment in video without your face and share with top mgmt",Hate-Speech,tamil_dataset
"மருத்துவர்கள் நல்ல வேலை பார்க்கிறாரா?
விவசாயிகள் நல்ல வேலை பார்க்கிறாரா?
உண்மையில் புரிதல் இல்வாத நிலையில் மனிதர்கள்...
பணத்தை தேடி ஓடும் போது பண்புகள் காணாமல் போவது காணமுடிகிறது.",Non-Hate-Speech,tamil_dataset
Fuck off srilanka people,Non-Hate-Speech,tamil_dataset
MGR onnum CM akalaa Avar support dha panaru adhuku munadiye CM posting vandhuchu Kalaingar ku,Non-Hate-Speech,tamil_dataset
சூப்பர் சார்.,Non-Hate-Speech,tamil_dataset
Atchi matram orae theervumakkal kayil ippo power irukumakkal kaasu vangi vote podatheengathink and,Non-Hate-Speech,tamil_dataset
Ni mudu,Non-Hate-Speech,tamil_dataset
Yenda karudog pig yenada nee cooli dmk karan velmuruganum,Hate-Speech,tamil_dataset
பழனியப்பன் அருமை யான தமிழனின் குரலில் உற்சாகம்,Non-Hate-Speech,tamil_dataset
இதுல போலீஸோ அல்லது அரசியல்வாதி எவன் சம்பந்தப்பட்டாலோ சிபிஐ விசாரணை யில தெரிய வந்தா அவனுங்களையும் சேர்த்து தூக்குதண்டனை போடனும் பாண்டியராஜனா இருந்தாலும் பரவாயில்லை,Non-Hate-Speech,tamil_dataset
