GENERIC CATEGORIES,CATEGORY,SUB-CATEGORY,PRODUCT,BRAND,ASPECTS,ASPECT COMBO,LABEL,INDIC REVIEW
Pets,Dogs,Grooming,Grooming clippers,Qpets,"stainless steel, sharpness, rubber coated handles, safety guard, comes with filer",doesn't work properly,Negative,এতে চুল ঠিকমতো কাটা যায় না।
Travel,Bags and luggage,Bags,School bag,Fastrack,"polyester/canvas, unisex, design, waterproof, no of pockets","Cool designs, water resistant, multiple pockets, made with soft and good materials, showrooms all India.",Positive,"ফাস্ট্র্যাকে রয়েছে আকর্ষণীয় ডিজাইন ও কালার অপশন রয়েছে। ব্যাগে একাধিক পকেট রয়েছে, সঙ্গে রয়েছে জলের বোতলের ক্যারিয়ার। ডিজাইনে ইউনিসেক্স এবং ওয়াটারপ্রুফ।"
Entertainment,Apps,Entertainment,OTT media service,Planet Marathi,"binge watch, popular web-series, tv shows, movies, subtitles, parental lock, multi-user profiles",Multi-user Profiles,Negative,এই অ্যাপটি একাধিক ব্যবহারকারীকে সাপোর্ট করে না। শুধু রেজিস্টার্ড নম্বরেরই অ্যাক্সেস থাকবে অথবা যদি কারোর অ্যাক্সেসের প্রয়োজন হয় সেক্ষেত্রে ভিউয়ারকে একাউন্ট হোল্ডারের কাছ থেকে ওটিপি চাইতে হবে।
Hobbies,Photography,Camera accessories,Batteries and chargers,Duracell 223 Ultra Lithium Photo Camera Battery,"capacity, rechargeable, smart IC, BIS certified, safe, battery life","capacity, rechargeable",Negative,6 এমএএইচ ব্যাটারি এবং দীর্ঘস্থায়ী নয়।
Transportation,Air,Flights,Domestic,Go Air,"Cleanliness, hassle-free booking, safety, punctuality, luggage allowance, insurance, zero cancellation fees, affordable rates",Punctuality Zero cancellation,Negative,"""যখন আপনি বাতিল করেন, তখন আপনি একটি শূন্য পাবেন কারণ বিভিন্ন চার্জ কেটে নেওয়া হয়।"""
Education,Books,Children's book,Easy learning,My First Book of Pencil Control,"activity oriented, educational development (plant/animals/numbers and counting/human body), Quality, Cost/Price",Quality,Negative,"বইয়ের পেজেগুলি ভালোভাবে সেলাই করা হয় নি। যদি আপনি একবার সব পৃষ্ঠা উল্টান তাহলে বই থেকে অর্ধেক পৃষ্ঠা আলাদা হয়ে যাবে, খুবই বাজে কোয়ালিটি।"
Pets,Dogs,Supplies,Leashes,SR SUREADY,"basic/double/training, padded, length,","length, material, strength",Negative,এটি দাবি করা হিসাবে 5 ফুট দীর্ঘ নয় এবং তারা যে উপাদান দাবি করে তা নয়। লিশ দুর্বল এবং টান সহ্য করতে পারে না।
Pets,Dogs,Grooming,Grooming clippers,AYSIS,"stainless steel, sharpness, rubber coated handles, safety guard, comes with filer","heats up, bad quality, poor battery,",Negative,"মাত্র 1 মিনিট ব্যবহার করার পর পুরো মেশিন গরম হয়ে যায়, খুব খারাপ কোয়ালিটি, ব্যাটারি খুব খারাপভাবে তৈরি হয়, ডিভাইসটি 6 ঘন্টা চার্জ দেওয়ার পর সঠিকভাবে চার্জ দেয় না, এটি কেবল 15 মিনিট কাজ করে।"
Health/Wellness,Food,Eats/Beverages,Bars,Someplace Else,"Availability of various brands, ambience, parking area, seating, reservations, musical performance, food served, parking facility, variety, price, service","Ambience, musical performance, food served",Positive,"কিছু খুব ভাল ব্যান্ড এর অনুষ্ঠান এবং লাইভ পারফর্ম করার সাথে পরিবেশটি দুর্দান্ত, এবং খাবারও বেশ ভাল। অ্যালকহলের সংগ্রহও চমৎকার।"
Travel,Bags and luggage,Luggage,Trolley bags,Aristrocrat,"durability, water resistance, rotating wheel, lock type, polypropylene/polycarbonate/polyester, zip closure","Durability, strong wheels, multiple pockes, water resistant,",Positive,"দারুণ ডিজাইন, খুব হালকা অথচ ভারী ভার বহন করার মতো শক্তিশালী। ঘূর্ণায়মান চাকা অত্যন্ত শক্তিশালী এবং নমনীয়। এর পণ্যগুলি জলরোধী এবং দীর্ঘ স্থায়িত্বের।"
Health/Wellness,Food,Eats/Beverages,Restaurants,Bedouin Sher-e-Bengal,"veg/non veg/vegan/jain, self/table service, bar attached, family friendly, quick service, various cuisines, affordable rates, parking, ambience",Veg/non-veg,Negative,পরিবেশনকৃত খাবার প্রায়শই ভিতরে ঠান্ডা হয়ে যায় হয় যদিও খাবারের পাত্রের বাইরের পৃষ্ঠ স্পর্শে গরম থাকে
Entertainment,Movies,Genres,Musical,Aashiqui 2,"fresh, singers, excellent compositions, melody, classical, lyrics, hiphop, sufi, musical genius, inspiring, tuneful, heartwarming","Excellent Compositions, heartwarming",Positive,"জিৎ গঙ্গোপাধ্যায়, মিঠুন ও অঙ্কিত তিওয়ারির একটি সুন্দর রচনা। গানগুলো শুনলেই আপনি একটি চমৎকার অভিজ্ঞতা পাবেন।"
Hobbies,Photography,Camera accessories,Flash accessories,Digitek,"diffuser, modifier, battery, material",Diffuser,Negative,এটি খুব ভারী এবং ক্যামেরা হট শু ফিক্সড ফ্ল্যাশে ব্যবহার করা যাবে না কারণ এটি এটিকে নিচের দিকে ঝুঁকিয়ে দেয়।
Hobbies,Music,Audio Input,Microphone,BlitzWolf BW-CM2 Microphone,"frequency response, self-noise, sensitivity, polar response, maximum sound pressure level,background audio,recording quality",polar response,Positive,প্রতিটি অপারেটিং সিস্টেম এবং এমনকি স্মার্টফোনের সাথেও সামঞ্জস্যপূর্ণ
